"행정구역","2025년03월_총인구수","2025년03월_세대수","2025년03월_세대당 인구","2025년03월_남자 인구수","2025년03월_여자 인구수","2025년03월_남여 비율"
"인천광역시 강화군 삼산면(2871041000)","2,056","1,193","          1.72","1,092","964","          1.13"
"인천광역시 강화군 서도면(2871042000)","367","221","          1.66","189","178","          1.06"
"인천광역시 강화군 서도면볼음출장소(2871042500)","280","192","          1.46","158","122","          1.30"
"인천광역시 옹진군 (2872000000)","19,796","12,303","          1.61","11,228","8,568","          1.31"
"인천광역시 옹진군 북도면(2872031000)","1,166","689","          1.69","627","539","          1.16"
"인천광역시 옹진군 북도면장봉출장소(2872031500)","955","546","          1.75","504","451","          1.12"
"인천광역시 옹진군 백령면(2872033000)","4,673","2,870","          1.63","2,714","1,959","          1.39"
"인천광역시 옹진군 대청면(2872034000)","1,174","767","          1.53","680","494","          1.38"
"인천광역시 옹진군 대청면소청출장소(2872034500)","234","184","          1.27","149","85","          1.75"
"인천광역시 옹진군 덕적면(2872035000)","1,902","1,240","          1.53","1,044","858","          1.22"
"인천광역시 옹진군 영흥면(2872036000)","6,465","3,765","          1.72","3,595","2,870","          1.25"
"인천광역시 옹진군 자월면(2872037000)","948","604","          1.57","509","439","          1.16"
"인천광역시 옹진군 자월면이작출장소(2872037500)","357","223","          1.60","191","166","          1.15"
"인천광역시 옹진군 연평면(2872038000)","1,922","1,415","          1.36","1,215","707","          1.72"
"광주광역시  (2900000000)","1,402,478","658,426","          2.13","692,193","710,285","          0.97"
"광주광역시 동구 (2911000000)","105,482","55,103","          1.91","51,744","53,738","          0.96"
"광주광역시 동구 충장동(2911052500)","5,565","4,403","          1.26","2,693","2,872","          0.94"
"광주광역시 동구 동명동(2911054500)","3,443","2,361","          1.46","1,777","1,666","          1.07"
"광주광역시 동구 계림1동(2911056000)","9,952","5,491","          1.81","5,221","4,731","          1.10"
"광주광역시 동구 계림2동(2911057000)","13,317","5,634","          2.36","6,428","6,889","          0.93"
"광주광역시 동구 산수1동(2911059000)","7,779","4,267","          1.82","3,875","3,904","          0.99"
"광주광역시 동구 산수2동(2911060000)","9,479","4,546","          2.09","4,581","4,898","          0.94"
"광주광역시 동구 지산1동(2911062000)","3,960","2,422","          1.64","2,033","1,927","          1.06"
"광주광역시 동구 지산2동(2911063000)","4,126","2,333","          1.77","2,121","2,005","          1.06"
"광주광역시 동구 서남동(2911065500)","3,173","2,526","          1.26","1,638","1,535","          1.07"
"광주광역시 동구 학동(2911068500)","7,056","3,394","          2.08","3,358","3,698","          0.91"
"광주광역시 동구 학운동(2911071000)","10,637","5,081","          2.09","4,969","5,668","          0.88"
"광주광역시 동구 지원1동(2911073000)","8,924","4,217","          2.12","4,322","4,602","          0.94"
"광주광역시 동구 지원2동(2911074000)","18,071","8,428","          2.14","8,728","9,343","          0.93"
"광주광역시 서구 (2914000000)","277,356","132,669","          2.09","135,681","141,675","          0.96"
"광주광역시 서구 양동(2914057500)","2,795","1,643","          1.70","1,359","1,436","          0.95"
"광주광역시 서구 양3동(2914059000)","4,103","2,058","          1.99","2,002","2,101","          0.95"
"광주광역시 서구 농성1동(2914065000)","11,531","6,689","          1.72","5,654","5,877","          0.96"
"광주광역시 서구 농성2동(2914066000)","4,318","2,766","          1.56","2,231","2,087","          1.07"
"광주광역시 서구 광천동(2914073000)","5,273","2,503","          2.11","2,656","2,617","          1.01"
"광주광역시 서구 유덕동(2914074000)","10,100","4,794","          2.11","5,186","4,914","          1.06"
"광주광역시 서구 치평동(2914074500)","28,994","13,987","          2.07","13,749","15,245","          0.90"
"광주광역시 서구 상무1동(2914075100)","23,735","12,406","          1.91","11,979","11,756","          1.02"
"광주광역시 서구 상무2동(2914075200)","22,208","12,997","          1.71","10,835","11,373","          0.95"
"광주광역시 서구 화정1동(2914076000)","15,448","8,780","          1.76","7,433","8,015","          0.93"
"광주광역시 서구 화정2동(2914077000)","19,323","7,810","          2.47","9,631","9,692","          0.99"
"광주광역시 서구 화정3동(2914078000)","8,807","4,291","          2.05","4,302","4,505","          0.95"
"광주광역시 서구 화정4동(2914079000)","19,147","8,200","          2.34","9,203","9,944","          0.93"
"광주광역시 서구 서창동(2914080000)","7,086","3,110","          2.28","3,643","3,443","          1.06"
"광주광역시 서구 금호1동(2914082100)","18,980","8,788","          2.16","8,976","10,004","          0.90"
"광주광역시 서구 금호2동(2914082400)","26,441","10,459","          2.53","12,928","13,513","          0.96"
"광주광역시 서구 풍암동(2914083000)","33,895","15,004","          2.26","16,739","17,156","          0.98"
"광주광역시 서구 동천동(2914084000)","15,172","6,384","          2.38","7,175","7,997","          0.90"
"광주광역시 남구 (2915500000)","208,319","96,116","          2.17","99,562","108,757","          0.92"
"광주광역시 남구 양림동(2915551000)","6,345","2,990","          2.12","2,878","3,467","          0.83"
"광주광역시 남구 방림1동(2915552000)","6,520","3,043","          2.14","3,087","3,433","          0.90"
"광주광역시 남구 방림2동(2915553000)","9,094","4,233","          2.15","4,272","4,822","          0.89"
"광주광역시 남구 봉선1동(2915553700)","13,354","6,747","          1.98","6,169","7,185","          0.86"
"광주광역시 남구 봉선2동(2915553800)","27,553","9,901","          2.78","12,780","14,773","          0.87"
"광주광역시 남구 사직동(2915554500)","4,458","2,644","          1.69","2,338","2,120","          1.10"
"광주광역시 남구 월산동(2915560500)","9,668","4,847","          1.99","4,813","4,855","          0.99"
"광주광역시 남구 월산4동(2915563000)","7,755","4,556","          1.70","3,979","3,776","          1.05"
"광주광역시 남구 월산5동(2915564000)","5,635","3,293","          1.71","2,793","2,842","          0.98"
"광주광역시 남구 백운1동(2915567000)","11,358","5,072","          2.24","5,299","6,059","          0.87"
"광주광역시 남구 백운2동(2915568000)","6,647","3,616","          1.84","3,319","3,328","          1.00"
"광주광역시 남구 주월1동(2915569000)","20,474","9,399","          2.18","9,867","10,607","          0.93"
"광주광역시 남구 주월2동(2915570000)","7,241","3,791","          1.91","3,569","3,672","          0.97"
"광주광역시 남구 진월동(2915570500)","27,625","11,551","          2.39","12,816","14,809","          0.87"
"광주광역시 남구 효덕동(2915571000)","15,060","7,468","          2.02","7,135","7,925","          0.90"
"광주광역시 남구 송암동(2915572000)","20,720","8,632","          2.40","10,108","10,612","          0.95"
"광주광역시 남구 대촌동(2915573000)","8,812","4,333","          2.03","4,340","4,472","          0.97"
"광주광역시 북구 (2917000000)","421,871","202,508","          2.08","208,505","213,366","          0.98"
"광주광역시 북구 중흥1동(2917051000)","4,340","2,873","          1.51","2,250","2,090","          1.08"
"광주광역시 북구 중흥동(2917053500)","15,012","8,325","          1.80","7,741","7,271","          1.06"
"광주광역시 북구 중앙동(2917055500)","3,619","2,120","          1.71","1,903","1,716","          1.11"
"광주광역시 북구 임동(2917057000)","13,910","6,777","          2.05","6,816","7,094","          0.96"
"광주광역시 북구 신안동(2917058000)","11,721","7,144","          1.64","6,118","5,603","          1.09"
"광주광역시 북구 용봉동(2917059000)","36,556","18,250","          2.00","18,184","18,372","          0.99"
"광주광역시 북구 운암1동(2917060100)","18,153","7,291","          2.49","8,714","9,439","          0.92"
"광주광역시 북구 운암2동(2917060200)","10,814","5,759","          1.88","5,440","5,374","          1.01"
"광주광역시 북구 운암3동(2917060300)","13,473","5,623","          2.40","6,466","7,007","          0.92"
"광주광역시 북구 동림동(2917061500)","22,172","10,050","          2.21","10,831","11,341","          0.96"
"광주광역시 북구 우산동(2917062000)","15,433","7,714","          2.00","7,525","7,908","          0.95"
"광주광역시 북구 풍향동(2917063500)","5,078","2,518","          2.02","2,532","2,546","          0.99"
"광주광역시 북구 문화동(2917065000)","22,842","10,893","          2.10","11,143","11,699","          0.95"
"광주광역시 북구 문흥1동(2917065600)","15,088","6,684","          2.26","7,265","7,823","          0.93"
"광주광역시 북구 문흥2동(2917065700)","14,290","7,319","          1.95","6,755","7,535","          0.90"
"광주광역시 북구 두암1동(2917066100)","6,951","3,825","          1.82","3,463","3,488","          0.99"
"광주광역시 북구 두암2동(2917066200)","14,413","7,382","          1.95","7,080","7,333","          0.97"
"광주광역시 북구 두암3동(2917066300)","11,892","7,292","          1.63","5,673","6,219","          0.91"
"광주광역시 북구 삼각동(2917066600)","12,951","5,918","          2.19","6,707","6,244","          1.07"
"광주광역시 북구 일곡동(2917066900)","27,555","11,426","          2.41","13,391","14,164","          0.95"
"광주광역시 북구 매곡동(2917067300)","12,942","5,483","          2.36","6,270","6,672","          0.94"
"광주광역시 북구 오치1동(2917067600)","9,950","5,325","          1.87","5,039","4,911","          1.03"
"광주광역시 북구 오치2동(2917067700)","11,262","6,687","          1.68","5,490","5,772","          0.95"
"광주광역시 북구 석곡동(2917068500)","2,223","1,269","          1.75","1,141","1,082","          1.05"
"광주광역시 북구 건국동(2917069500)","22,452","9,371","          2.40","11,297","11,155","          1.01"
"광주광역시 북구 양산동(2917069600)","35,072","16,138","          2.17","17,548","17,524","          1.00"
"광주광역시 북구 신용동(2917069700)","31,707","13,052","          2.43","15,723","15,984","          0.98"
"광주광역시 광산구 (2920000000)","389,450","172,030","          2.26","196,701","192,749","          1.02"
"광주광역시 광산구 송정1동(2920051500)","9,989","4,733","          2.11","5,101","4,888","          1.04"
"광주광역시 광산구 송정2동(2920052500)","5,984","3,290","          1.82","2,999","2,985","          1.00"
"광주광역시 광산구 도산동(2920054000)","14,129","6,509","          2.17","7,150","6,979","          1.02"
"광주광역시 광산구 신흥동(2920055000)","4,117","1,875","          2.20","2,055","2,062","          1.00"
"광주광역시 광산구 어룡동(2920056500)","33,336","14,899","          2.24","17,131","16,205","          1.06"
"광주광역시 광산구 우산동(2920058000)","28,235","14,754","          1.91","14,389","13,846","          1.04"
"광주광역시 광산구 월곡1동(2920060000)","9,486","4,574","          2.07","4,797","4,689","          1.02"
"광주광역시 광산구 월곡2동(2920061000)","14,359","6,347","          2.26","7,202","7,157","          1.01"
"광주광역시 광산구 비아동(2920062000)","7,141","3,472","          2.06","3,753","3,388","          1.11"
"광주광역시 광산구 첨단1동(2920062400)","27,668","11,362","          2.44","13,739","13,929","          0.99"
"광주광역시 광산구 첨단2동(2920062600)","40,943","18,873","          2.17","20,767","20,176","          1.03"
"광주광역시 광산구 신가동(2920063000)","18,764","7,351","          2.55","9,495","9,269","          1.02"
"광주광역시 광산구 운남동(2920063500)","28,631","12,236","          2.34","14,005","14,626","          0.96"
"광주광역시 광산구 수완동(2920063700)","73,732","28,401","          2.60","36,283","37,449","          0.97"
"광주광역시 광산구 하남동(2920064000)","26,955","11,908","          2.26","13,987","12,968","          1.08"
"광주광역시 광산구 임곡동(2920065000)","1,903","1,160","          1.64","1,005","898","          1.12"
"광주광역시 광산구 동곡동(2920066000)","1,620","927","          1.75","847","773","          1.10"
"광주광역시 광산구 평동(2920067000)","5,023","3,000","          1.67","2,785","2,238","          1.24"
"광주광역시 광산구 삼도동(2920068000)","2,108","1,313","          1.61","1,111","997","          1.11"
"광주광역시 광산구 본량동(2920069000)","1,808","1,087","          1.66","916","892","          1.03"
"광주광역시 광산구 신창동(2920070000)","33,519","13,959","          2.40","17,184","16,335","          1.05"
"대전광역시  (3000000000)","1,439,482","692,001","          2.08","717,532","721,950","          0.99"
"대전광역시 동구 (3011000000)","220,580","112,751","          1.96","111,122","109,458","          1.02"
"대전광역시 동구 중앙동(3011051500)","3,563","2,585","          1.38","2,011","1,552","          1.30"
"대전광역시 동구 효동(3011053000)","28,911","11,835","          2.44","14,224","14,687","          0.97"
"대전광역시 동구 신인동(3011054500)","14,501","6,765","          2.14","7,068","7,433","          0.95"
"대전광역시 동구 판암1동(3011055100)","11,720","5,971","          1.96","5,646","6,074","          0.93"
"대전광역시 동구 판암2동(3011055200)","7,782","5,146","          1.51","3,782","4,000","          0.95"
"대전광역시 동구 용운동(3011056000)","20,775","10,482","          1.98","10,525","10,250","          1.03"
"대전광역시 동구 대동(3011058500)","13,470","5,936","          2.27","6,718","6,752","          0.99"
"대전광역시 동구 자양동(3011059000)","10,842","7,268","          1.49","5,780","5,062","          1.14"
"대전광역시 동구 가양1동(3011062000)","12,830","6,925","          1.85","6,675","6,155","          1.08"
"대전광역시 동구 가양2동(3011063000)","18,267","9,731","          1.88","9,185","9,082","          1.01"
"대전광역시 동구 용전동(3011064000)","19,783","11,869","          1.67","10,175","9,608","          1.06"
"대전광역시 동구 성남동(3011066500)","10,596","5,194","          2.04","5,223","5,373","          0.97"
"대전광역시 동구 홍도동(3011067000)","11,073","6,322","          1.75","5,683","5,390","          1.05"
"대전광역시 동구 삼성동(3011069500)","13,254","6,546","          2.02","6,711","6,543","          1.03"
"대전광역시 동구 대청동(3011072500)","2,123","1,153","          1.84","1,113","1,010","          1.10"
"대전광역시 동구 산내동(3011074000)","21,090","9,023","          2.34","10,603","10,487","          1.01"
"대전광역시 중구 (3014000000)","223,610","108,160","          2.07","109,605","114,005","          0.96"
"대전광역시 중구 은행선화동(3014053500)","19,492","10,392","          1.88","9,858","9,634","          1.02"
"대전광역시 중구 목동(3014055000)","17,532","6,255","          2.80","8,358","9,174","          0.91"
"대전광역시 중구 중촌동(3014056000)","13,765","6,728","          2.05","6,679","7,086","          0.94"
"대전광역시 중구 대흥동(3014057500)","12,670","7,363","          1.72","6,255","6,415","          0.98"
"대전광역시 중구 문창동(3014060500)","4,151","2,510","          1.65","2,129","2,022","          1.05"
"대전광역시 중구 석교동(3014062000)","13,961","7,401","          1.89","7,061","6,900","          1.02"
"대전광역시 중구 대사동(3014063000)","5,185","3,191","          1.62","2,517","2,668","          0.94"
"대전광역시 중구 부사동(3014064000)","6,055","3,269","          1.85","3,060","2,995","          1.02"
"대전광역시 중구 용두동(3014065500)","9,827","5,419","          1.81","4,786","5,041","          0.95"
"대전광역시 중구 오류동(3014067000)","9,927","4,885","          2.03","4,638","5,289","          0.88"
"대전광역시 중구 태평1동(3014068000)","12,314","5,113","          2.41","5,890","6,424","          0.92"
"대전광역시 중구 태평2동(3014069000)","23,761","9,409","          2.53","11,315","12,446","          0.91"
"대전광역시 중구 유천1동(3014070000)","5,741","3,339","          1.72","2,951","2,790","          1.06"
"대전광역시 중구 유천2동(3014071000)","12,691","6,343","          2.00","6,243","6,448","          0.97"
"대전광역시 중구 문화1동(3014072000)","20,302","8,303","          2.45","9,798","10,504","          0.93"
"대전광역시 중구 문화2동(3014073000)","11,230","5,828","          1.93","5,381","5,849","          0.92"
"대전광역시 중구 산성동(3014074000)","25,006","12,412","          2.01","12,686","12,320","          1.03"
"대전광역시 서구 (3017000000)","460,397","219,491","          2.10","225,568","234,829","          0.96"
"대전광역시 서구 복수동(3017051000)","21,148","8,858","          2.39","10,477","10,671","          0.98"
"대전광역시 서구 도마1동(3017052000)","18,317","9,682","          1.89","9,226","9,091","          1.01"
"대전광역시 서구 도마2동(3017053000)","18,768","9,173","          2.05","9,344","9,424","          0.99"
"대전광역시 서구 정림동(3017053500)","14,826","6,738","          2.20","7,176","7,650","          0.94"
"대전광역시 서구 변동(3017054000)","12,574","6,467","          1.94","6,368","6,206","          1.03"
"대전광역시 서구 용문동(3017055000)","15,110","8,464","          1.79","7,279","7,831","          0.93"
"대전광역시 서구 탄방동(3017055500)","26,093","14,921","          1.75","12,510","13,583","          0.92"
"대전광역시 서구 괴정동(3017056000)","18,331","11,741","          1.56","8,911","9,420","          0.95"
"대전광역시 서구 가장동(3017057000)","10,554","4,740","          2.23","5,069","5,485","          0.92"
"대전광역시 서구 내동(3017057500)","22,111","9,474","          2.33","10,586","11,525","          0.92"
"대전광역시 서구 갈마1동(3017058100)","20,874","11,986","          1.74","10,559","10,315","          1.02"
"대전광역시 서구 갈마2동(3017058200)","23,500","13,579","          1.73","11,794","11,706","          1.01"
"대전광역시 서구 월평1동(3017058600)","11,098","7,636","          1.45","6,051","5,047","          1.20"
"대전광역시 서구 월평2동(3017058700)","13,336","6,697","          1.99","6,316","7,020","          0.90"
"대전광역시 서구 월평3동(3017058800)","19,964","7,577","          2.63","9,722","10,242","          0.95"
"대전광역시 서구 가수원동(3017059000)","10,166","4,809","          2.11","4,976","5,190","          0.96"
"대전광역시 서구 도안동(3017059300)","36,449","14,060","          2.59","17,845","18,604","          0.96"
"대전광역시 서구 관저1동(3017059600)","14,578","6,680","          2.18","6,770","7,808","          0.87"
"대전광역시 서구 관저2동(3017059700)","47,529","19,561","          2.43","23,082","24,447","          0.94"
"대전광역시 서구 기성동(3017060000)","3,363","1,839","          1.83","1,730","1,633","          1.06"
"대전광역시 서구 둔산1동(3017063000)","16,336","5,728","          2.85","8,080","8,256","          0.98"
"대전광역시 서구 둔산2동(3017064000)","34,592","15,033","          2.30","16,586","18,006","          0.92"
"대전광역시 서구 만년동(3017065000)","12,013","6,112","          1.97","6,117","5,896","          1.04"
"대전광역시 서구 둔산3동(3017066000)","18,767","7,936","          2.36","8,994","9,773","          0.92"
"대전광역시 유성구 (3020000000)","368,175","170,687","          2.16","186,557","181,618","          1.03"
"대전광역시 유성구 진잠동(3020052000)","25,344","12,149","          2.09","12,881","12,463","          1.03"
"대전광역시 유성구 학하동(3020052600)","19,603","9,324","          2.10","10,189","9,414","          1.08"
"대전광역시 유성구 상대동(3020052700)","25,088","9,172","          2.74","12,215","12,873","          0.95"
"대전광역시 유성구 온천1동(3020053000)","26,703","18,549","          1.44","13,910","12,793","          1.09"
"대전광역시 유성구 온천2동(3020054000)","40,436","22,110","          1.83","21,302","19,134","          1.11"
"대전광역시 유성구 노은1동(3020054600)","20,777","8,836","          2.35","10,344","10,433","          0.99"
"대전광역시 유성구 노은2동(3020054700)","23,301","9,584","          2.43","11,430","11,871","          0.96"
"대전광역시 유성구 노은3동(3020054800)","36,009","14,113","          2.55","17,576","18,433","          0.95"
"대전광역시 유성구 신성동(3020055000)","25,296","12,406","          2.04","13,375","11,921","          1.12"
"대전광역시 유성구 전민동(3020057000)","25,598","11,304","          2.26","13,199","12,399","          1.06"
"대전광역시 유성구 구즉동(3020058000)","32,739","15,136","          2.16","16,820","15,919","          1.06"
"대전광역시 유성구 관평동(3020060000)","37,393","14,309","          2.61","19,107","18,286","          1.04"
"대전광역시 유성구 원신흥동(3020061000)","29,888","13,695","          2.18","14,209","15,679","          0.91"
"대전광역시 대덕구 (3023000000)","166,720","80,912","          2.06","84,680","82,040","          1.03"
"대전광역시 대덕구 오정동(3023051000)","13,540","7,563","          1.79","7,069","6,471","          1.09"
"대전광역시 대덕구 대화동(3023052000)","5,465","2,919","          1.87","2,864","2,601","          1.10"
"대전광역시 대덕구 회덕동(3023052500)","12,489","6,059","          2.06","6,370","6,119","          1.04"
"대전광역시 대덕구 비래동(3023053300)","14,726","6,852","          2.15","7,265","7,461","          0.97"
"대전광역시 대덕구 송촌동(3023054300)","25,265","10,364","          2.44","12,523","12,742","          0.98"
"대전광역시 대덕구 중리동(3023054600)","17,904","10,217","          1.75","9,398","8,506","          1.10"
"대전광역시 대덕구 신탄진동(3023055000)","16,019","7,870","          2.04","8,223","7,796","          1.05"
"대전광역시 대덕구 석봉동(3023056000)","15,957","6,683","          2.39","8,143","7,814","          1.04"
"대전광역시 대덕구 덕암동(3023057000)","12,601","6,627","          1.90","6,790","5,811","          1.17"
"대전광역시 대덕구 목상동(3023058000)","5,922","3,133","          1.89","3,251","2,671","          1.22"
"대전광역시 대덕구 법1동(3023060000)","12,126","5,838","          2.08","5,669","6,457","          0.88"
"대전광역시 대덕구 법2동(3023061000)","14,706","6,787","          2.17","7,115","7,591","          0.94"
"울산광역시  (3100000000)","1,095,014","496,377","          2.21","563,688","531,326","          1.06"
"울산광역시 중구 (3111000000)","206,103","94,797","          2.17","104,270","101,833","          1.02"
"울산광역시 중구 학성동(3111051000)","10,638","5,790","          1.84","5,452","5,186","          1.05"
"울산광역시 중구 반구1동(3111052000)","15,495","7,580","          2.04","8,110","7,385","          1.10"
"울산광역시 중구 반구2동(3111053000)","8,090","4,322","          1.87","4,111","3,979","          1.03"
"울산광역시 중구 복산동(3111055500)","21,161","9,053","          2.34","10,592","10,569","          1.00"
"울산광역시 중구 중앙동(3111058500)","10,710","6,294","          1.70","5,553","5,157","          1.08"
"울산광역시 중구 우정동(3111059000)","17,874","8,220","          2.17","8,867","9,007","          0.98"
"울산광역시 중구 태화동(3111060000)","31,203","12,628","          2.47","15,456","15,747","          0.98"
"울산광역시 중구 다운동(3111061000)","20,897","10,543","          1.98","10,607","10,290","          1.03"
"울산광역시 중구 병영1동(3111062000)","20,333","9,125","          2.23","10,310","10,023","          1.03"
"울산광역시 중구 병영2동(3111063000)","19,164","8,611","          2.23","9,641","9,523","          1.01"
"울산광역시 중구 약사동(3111064000)","10,474","3,933","          2.66","5,281","5,193","          1.02"
"울산광역시 중구 성안동(3111065000)","20,064","8,698","          2.31","10,290","9,774","          1.05"
"울산광역시 남구 (3114000000)","304,586","141,916","          2.15","155,745","148,841","          1.05"
"울산광역시 남구 신정1동(3114051000)","17,492","9,537","          1.83","8,793","8,699","          1.01"
"울산광역시 남구 신정2동(3114052000)","25,336","10,326","          2.45","12,850","12,486","          1.03"
"울산광역시 남구 신정3동(3114053000)","15,555","7,586","          2.05","7,876","7,679","          1.03"
"울산광역시 남구 신정4동(3114054000)","19,428","8,275","          2.35","9,759","9,669","          1.01"
"울산광역시 남구 신정5동(3114055000)","8,289","4,663","          1.78","4,470","3,819","          1.17"
"울산광역시 남구 달동(3114056000)","25,689","13,830","          1.86","13,095","12,594","          1.04"
"울산광역시 남구 삼산동(3114057000)","47,379","24,306","          1.95","25,138","22,241","          1.13"
"울산광역시 남구 삼호동(3114058500)","20,214","9,855","          2.05","10,257","9,957","          1.03"
"울산광역시 남구 무거동(3114059500)","30,875","14,550","          2.12","15,925","14,950","          1.07"
"울산광역시 남구 옥동(3114060000)","24,783","9,912","          2.50","12,381","12,402","          1.00"
"울산광역시 남구 대현동(3114062500)","32,153","12,714","          2.53","16,075","16,078","          1.00"
"울산광역시 남구 수암동(3114063500)","15,751","6,008","          2.62","7,869","7,882","          1.00"
"울산광역시 남구 선암동(3114064000)","13,119","5,899","          2.22","6,743","6,376","          1.06"
"울산광역시 남구 야음장생포동(3114067000)","8,523","4,455","          1.91","4,514","4,009","          1.13"
"울산광역시 동구 (3117000000)","150,168","68,157","          2.20","78,386","71,782","          1.09"
"울산광역시 동구 방어동(3117051000)","36,916","17,741","          2.08","19,924","16,992","          1.17"
"울산광역시 동구 일산동(3117052000)","5,132","2,911","          1.76","2,792","2,340","          1.19"
"울산광역시 동구 화정동(3117053000)","17,897","8,099","          2.21","9,241","8,656","          1.07"
"울산광역시 동구 대송동(3117054000)","10,560","5,081","          2.08","5,563","4,997","          1.11"
"울산광역시 동구 전하1동(3117055000)","15,337","7,243","          2.12","7,921","7,416","          1.07"
"울산광역시 동구 전하2동(3117056000)","19,038","7,631","          2.49","9,695","9,343","          1.04"
"울산광역시 동구 남목1동(3117058000)","7,982","3,582","          2.23","4,052","3,930","          1.03"
"울산광역시 동구 남목2동(3117059000)","26,410","11,057","          2.39","13,681","12,729","          1.07"
"울산광역시 동구 남목3동(3117060000)","10,896","4,812","          2.26","5,517","5,379","          1.03"
"울산광역시 북구 (3120000000)","215,755","89,292","          2.42","112,038","103,717","          1.08"
"울산광역시 북구 농소1동(3120051000)","35,286","14,511","          2.43","18,107","17,179","          1.05"
"울산광역시 북구 농소2동(3120052000)","41,714","16,260","          2.57","21,143","20,571","          1.03"
"울산광역시 북구 농소3동(3120053000)","35,883","13,192","          2.72","18,133","17,750","          1.02"
"울산광역시 북구 강동동(3120054000)","15,974","6,613","          2.42","8,232","7,742","          1.06"
"울산광역시 북구 효문동(3120056000)","29,208","13,720","          2.13","15,846","13,362","          1.19"
"울산광역시 북구 송정동(3120057000)","36,164","14,380","          2.51","18,302","17,862","          1.02"
"울산광역시 북구 양정동(3120058000)","11,783","5,901","          2.00","6,952","4,831","          1.44"
"울산광역시 북구 염포동(3120059000)","9,743","4,715","          2.07","5,323","4,420","          1.20"
"울산광역시 울주군 (3171000000)","218,402","102,215","          2.14","113,249","105,153","          1.08"
"울산광역시 울주군 온산읍(3171025000)","19,045","10,883","          1.75","11,303","7,742","          1.46"
"울산광역시 울주군 언양읍(3171025300)","29,240","13,307","          2.20","14,582","14,658","          0.99"
"울산광역시 울주군 온양읍(3171025600)","27,995","12,682","          2.21","14,658","13,337","          1.10"
"울산광역시 울주군 범서읍(3171025900)","66,689","25,419","          2.62","33,421","33,268","          1.00"
"울산광역시 울주군 청량읍(3171026200)","20,940","9,461","          2.21","10,855","10,085","          1.08"
"울산광역시 울주군 삼남읍(3171026500)","21,994","11,807","          1.86","11,439","10,555","          1.08"
"울산광역시 울주군 서생면(3171031000)","8,436","4,751","          1.78","4,629","3,807","          1.22"
"울산광역시 울주군 웅촌면(3171034000)","7,338","4,228","          1.74","3,738","3,600","          1.04"
"울산광역시 울주군 두동면(3171036000)","4,208","2,454","          1.71","2,165","2,043","          1.06"
"울산광역시 울주군 두서면(3171037000)","2,938","1,844","          1.59","1,532","1,406","          1.09"
"울산광역시 울주군 상북면(3171038000)","7,887","4,340","          1.82","4,027","3,860","          1.04"
"울산광역시 울주군 삼동면(3171040000)","1,692","1,039","          1.63","900","792","          1.14"
"세종특별자치시  (3600000000)","391,812","164,491","          2.38","194,941","196,871","          0.99"
"세종특별자치시  (3611000000)","391,812","164,491","          2.38","194,941","196,871","          0.99"
"세종특별자치시  조치원읍(3611025000)","40,841","20,612","          1.98","21,188","19,653","          1.08"
"세종특별자치시  연기면(3611031000)","2,337","1,401","          1.67","1,341","996","          1.35"
"세종특별자치시  연동면(3611032000)","2,671","1,571","          1.70","1,382","1,289","          1.07"
"세종특별자치시  부강면(3611033000)","5,279","3,036","          1.74","2,916","2,363","          1.23"
"세종특별자치시  금남면(3611034000)","8,121","4,667","          1.74","4,371","3,750","          1.17"
"세종특별자치시  장군면(3611035000)","6,534","4,105","          1.59","3,835","2,699","          1.42"
"세종특별자치시  연서면(3611036000)","6,608","3,657","          1.81","3,614","2,994","          1.21"
"세종특별자치시  전의면(3611037000)","5,017","2,858","          1.76","2,676","2,341","          1.14"
"세종특별자치시  전동면(3611038000)","3,000","1,808","          1.66","1,601","1,399","          1.14"
"세종특별자치시  소정면(3611039000)","2,019","1,080","          1.87","1,067","952","          1.12"
"세종특별자치시  한솔동(3611051000)","17,835","6,304","          2.83","8,810","9,025","          0.98"
"세종특별자치시  새롬동(3611051500)","26,328","9,664","          2.72","12,755","13,573","          0.94"
"세종특별자치시  나성동(3611051800)","12,986","5,857","          2.22","6,317","6,669","          0.95"
"세종특별자치시  도담동(3611052000)","24,603","10,181","          2.42","11,894","12,709","          0.94"
"세종특별자치시  어진동(3611052300)","11,036","5,220","          2.11","5,483","5,553","          0.99"
"세종특별자치시  해밀동(3611052500)","22,641","8,406","          2.69","10,999","11,642","          0.94"
"세종특별자치시  아름동(3611053000)","22,980","7,917","          2.90","11,323","11,657","          0.97"
"세종특별자치시  종촌동(3611054000)","27,521","10,750","          2.56","13,371","14,150","          0.94"
"세종특별자치시  고운동(3611055000)","35,379","12,786","          2.77","17,347","18,032","          0.96"
"세종특별자치시  소담동(3611055500)","21,533","8,452","          2.55","10,470","11,063","          0.95"
"세종특별자치시  반곡동(3611055600)","28,559","12,075","          2.37","13,999","14,560","          0.96"
"세종특별자치시  보람동(3611056000)","18,671","6,913","          2.70","9,189","9,482","          0.97"
"세종특별자치시  대평동(3611057000)","11,140","4,382","          2.54","5,511","5,629","          0.98"
"세종특별자치시  다정동(3611058000)","28,173","10,789","          2.61","13,482","14,691","          0.92"
"경기도  (4100000000)","13,699,381","6,078,515","          2.25","6,883,349","6,816,032","          1.01"
"경기도 수원시 (4111000000)","1,190,978","541,658","          2.20","598,702","592,276","          1.01"
"경기도 수원시 장안구 (4111100000)","273,861","122,887","          2.23","137,378","136,483","          1.01"
